comment,label,fold
my condolences love india,3,4
put forward all their social diktats make them feel rebellious towards their authority,0,0
just saw krishnas guru moorthy interviewing local minister krishnas dude appalling just looking made up stories propaganda conspiracy theories behest sponsors political interests typical c4,0,0
very sad day all us our brothers sisters christ been massacred practicing their faith sad see what world come end times our near should all repent griev our losses over years our human rac,3,0
my heart aches endlessly,4,1
i have vent cry now i am little more calm feeling less hostile,0,0
scourge pan islamist extremism once again rears its ugly head,0,4
condolence pakistan,3,3
there spiritual war going christians go around bomb other religions places worship meantime churches temples attacked all time,2,1
do not know how think lose pair vibrams sigh,4,0
my condolences family news very sad,3,4
yes where muslim happy,3,0
don t feel bother about get credit equal get debt have interest do that again,0,0
hearty condolences our sir lankan brothers pakistan know your pain also gone through such horrific attack our army public school where hundreds kids martyred,2,0
feel like very own very little barbie doll get decorate myself up hated heel before that is all wear now,0,3
leaves permanent sadness my heart,4,1
still feel heartbroken think about unforgettable tragedy grief stay with me pray everyone affect,3,1
religion peace,1,2
all hotels india check both cars every person guest visitor their luggage explosives before entering why doesn t sri lanka m blaming hotel these murdering scum everywhere,2,4
just isn t right all rip,3,3
what hate news all gnasara thero,4,3
i am feel very sarcastic today,0,2
indian afghan behind terrible attack,0,4
do anyone else get nervous when member your household attempt new recipe,2,3
remember a child feel totally scandalize outrage when find out that girl did not play nfl,0,4
sad,4,1
can not stop feeling sad about pain country go through loss still feel fresh,3,2
everything triggers sadness me,4,1
nothing feels right anymore,4,3
can assume they feel cold like their water frozen they have plenty fee though they eschew this favor forage scratch,0,4
partly color hair black mother did not like reproach subversive element later state that this due friend a see it this all result from colour hair,4,4
nothing see here folks,4,4
same issue india sri lanka myanmar thailand phillipines etc either hindus buddhists christians etc problem its problem muslims m opinion different groups having same opinion one section means t,1,0
heart break again when see victim attack sadness never go away,3,2
he son devil what his father devil love terrorising murdering people religion hates peace life,0,2
i am anxious whenever large event keep think about bad case scenario change how live,1,0
what happens when believe made up religion stupid idea believe higher power some smuck named god because people tell u exist there books about just because there book aka bible people say,0,4
life a be amp come as think amp make more complicate than really be,4,4
my heart jesus all send my pray here,3,4
public takes all risk even deserve truth political corrrectness,0,2
when caught police keep with group delinquent which add fear be shut up afraid people near future consequence,2,4
no such thing radical muslim your either muslim your no separation between two no more dividing out gloves off,2,4
look say nicely friendly well i am sorry feel that way apologize this anger more storm out say do not need this shit good night overall i am off till friday thankfully,0,1
rip died persons,3,4
sit here feel bit grumpy moanday blue anyone else feel this way,0,3
rybay quoti afraid tomorrow have see yesterday love today quot rev run,2,3
m pretty sure whoever wasn t jew get what mean usual ones,3,4
i am stuff do not eat most this junk,4,1
hotel must x ray machine customer luggage wtmd,1,1
i am scar about future,1,3
what afraid of i am develop list please contribute also would rt sil vous plait,2,2
usually when i am sober scary movie do not phase me otherwise,2,3
worry that go crowd place feel edge check exit more often bring back bad memory,1,0
mlhudson gutted i am away this weekend able meet up with little guy,4,4
hurt every time remember story those who pass away grief stay with me their family must still hurt,3,0
feel much grief right now,4,4
name what deity retard die,0,4
tell amp that should good enough reason enter this day with,2,3
can there any day where there isn t attack can world ever safe again,2,4
