comment,emotion
im just feeling seriously pissed off at myself for doing something fantabulous but utterly stupid,anger
i wasnt going to post anything about his death because i made me feel mad and shitty,anger
ive been feeling so bothered lately,anger
i worry that he s feeling resentful for doing woman s work,anger
i feel i am beyond pissed off disappointed frustrated with myself,anger
i know its only the beginning of and im already feeling fucked,anger
i kinda feel like being rebellious a libertine you know,anger
im feeling a bit stressed by the sheer numbers button pressing enthusiasts gathering around my bike,anger
i feel jealous on sumthg tat i thk of,anger
i feel petty a href http clairee,anger
i say goodbye to the fam theyre all sad a crying and i feel like a heartless bitch because hey im pretty excited to be flying for the first time and you know also to spend a year in another country,anger
i didn t feel like i was being bitchy at the time but upon retrospect why wouldn t he think that i was trying to shake him off,anger
i still feel jealous of my friends when their moms talk politely with them,anger
i feel so pissed about myself,anger
i really could not feel a thing and i felt slightly annoyed at the nurse who every time i pushed kept saying things like you are an incredibly strong woman be strong be strong,anger
i feel like all women are witches in someway why do we have to be tortured for being beautiful and powerful,anger
