comment,emotion
if muslim nation can be only for muslim as 22 arab country or 53 islamic country pakistan afghanistan and why nota buddhist country or a hindu country when they have only one or two country to call theirs and the irony of it be only in these country the issue of human right come have any of these right group talk of minority be prosecute in pakistan and almost all of islamic world because they know that if they do their ball will be cut off . time have come to throw this garbage of human right pc and most of all these connive leftist in to garbage bin where they belong .,anger
after 3 day sinhalese or cristian do not attack to muslims government some politician make that attack,sad
that mung say true . we can see now .,anger
0.15 watch the give money for last night sleep with he .,anger
you do not see buddist attack catholic at mass shooting and bomb defenceless man woman and child at their place of worship,sad
kamikazes suicide bomber myanmar and sri lanka ... seem like everywhere buddhism go there be violence and bloodshed . lets notdistract from the topic by blame minority like hitler do .,anger
now we need kill nonmuslim in the all muslims majority country in the whole world . because if nonmuslim do not want muslim in the all nonmuslims country ? few day after we start buddhist kill in bangladesh malaysia .,fear
the comment show level of islamophobia in this world today . just remember muslim be also human . just avoid your problem and blame muslim for everything will surely give you tiny level of satisfaction due to sense of distraction from your real problem but it will not solve any of your problem .,anxiety
shamim say the monk be lie . I do not think do . I feel this be biased view notnews . peace to the world . leave it to we the child will solve man problem,anxiety
islam be cancer cut it out everywhere,anger
look at his hate face,anger
it be definitely a global problem . send love and support from israel . stay strong and defend your home my brother .,anxiety
muslim and buddhist be both persecute christian they re the same blood suck religion,anger
as a muslim I will be glad to go to war with buddist any day any time .,anger
islam be there long ago . they must do history .,sad
this monk be 100 true now they attack we but we do not listen to this monk if we listen to he we can avoid this attack loudly cry face,sad
the world VS button islam ! they need to bugger of back to middle east muhamme be a white bloke with dozen of black slave but criticise his ideology of islamofacism be racist ? stupid buzzword the term racism be invent by marxist its a politically correct ploy that have nostande in reality ! be it racist to criticise christianity ? islam the only race you can leave maybe that s why they kill apostate they do not want ppl figure out islam be not a race maybe once million of white join islam then you can criticise itanythe with white obviously must be racist .,anger
